population size,population type,scenario,1st year vaccination coverage,transmission potential level,boosting starts,immune escape starts,time period,total_mean_infections_all_ages,total_mean_symptomatic_infections_all_ages,total_mean_admissions_all_ages,total_mean_ward_occupancy_all_ages,total_mean_ICU_admissions_all_ages,total_mean_ICU_occupancy_all_ages,total_mean_deaths_ages_all_ages,total_mean_deaths_ages_0-9,total_mean_deaths_ages_10-19,total_mean_deaths_ages_20-29,total_mean_deaths_ages_30-39,total_mean_deaths_ages_40-49,total_mean_deaths_ages_50-59,total_mean_deaths_ages_60-69,total_mean_deaths_ages_70-79,total_mean_deaths_ages_80+
100000,older,further boosting high risk,80.0%,TP_high,2.5 (year),2.25 (year),1.5 - 3.0 years,130280.354,42994.097,409.5092,3644.8708,39.3584,325.4524,41.9184,0.0258,0.0072,0.0558,0.1468,0.5178,3.4064,10.9046,20.5332,6.3208
100000,older,further boosting high risk,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,138076.684,45505.447,380.823,3027.4572,39.5444,325.4078,34.9662,0.0318,0.008,0.0852,0.1992,0.721,4.387,10.2068,14.7754,4.5518
100000,older,further boosting high risk,80.0%,TP_high,2.0 (year),2.5 (year),1.5 - 3.0 years,138235.678,45554.242,373.9024,2983.8816,38.9846,317.7366,34.4568,0.0288,0.0096,0.0818,0.2108,0.6806,4.322,10.0684,14.6076,4.4472
100000,older,further boosting high risk,80.0%,TP_high,2.25 (year),2.5 (year),1.5 - 3.0 years,138868.926,45531.99,369.3096,2975.1524,38.279,315.0266,34.3,0.0266,0.0082,0.091,0.1996,0.6762,4.239,9.9228,14.6294,4.5072
100000,older,further boosting high risk,80.0%,TP_high,2.5 (year),2.5 (year),1.5 - 3.0 years,139793.244,46166.504,402.1414,3246.2532,39.7644,322.1178,36.6148,0.0276,0.0076,0.0812,0.2016,0.6466,3.943,10.2554,16.382,5.0698
100000,older,further boosting random,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,151250.94,47972.348,383.9928,3370.5468,36.4724,293.1608,38.8456,0.029,0.006,0.0562,0.1214,0.4358,3.0326,10.0478,19.1686,5.9482
100000,older,further boosting random,80.0%,TP_high,2.0 (year),1.5 (year),1.5 - 3.0 years,149415.177,47380.708,380.5588,3327.2448,37.1602,296.2842,38.9122,0.0286,0.0068,0.0552,0.133,0.44,3.0312,10.1736,19.0336,6.0102
100000,older,further boosting random,80.0%,TP_high,2.25 (year),1.5 (year),1.5 - 3.0 years,152149.315,48211.822,386.3282,3354.1396,38.3194,299.2318,39.9396,0.0274,0.0052,0.0566,0.142,0.443,3.121,10.3606,19.5864,6.1974
100000,older,further boosting random,80.0%,TP_high,2.5 (year),1.5 (year),1.5 - 3.0 years,146813.033,46528.348,374.5908,3324.168,36.0132,291.7074,38.5866,0.0276,0.0054,0.052,0.1226,0.4226,3.0256,9.9378,19.025,5.968
100000,older,further boosting random,80.0%,TP_high,1.75 (year),1.75 (year),1.5 - 3.0 years,143653.788,46832.367,418.4398,3709.2398,41.4052,333.3798,44.0838,0.0322,0.009,0.0676,0.1722,0.5528,3.6064,11.4654,21.467,6.7112
100000,older,further boosting random,80.0%,TP_high,2.0 (year),1.75 (year),1.5 - 3.0 years,146383.969,48012.075,433.9884,3857.9454,42.737,344.8308,45.7022,0.0366,0.0086,0.0796,0.184,0.5802,3.7204,11.9652,22.189,6.9386
100000,older,further boosting random,80.0%,TP_high,2.25 (year),1.75 (year),1.5 - 3.0 years,144002.903,47308.422,429.1192,3825.8174,41.9784,339.5182,44.9508,0.0368,0.0084,0.0842,0.1906,0.5688,3.6702,11.68,21.9042,6.8076
100000,older,further boosting random,80.0%,TP_high,2.5 (year),1.75 (year),1.5 - 3.0 years,141437.874,46451.701,423.1496,3795.3562,41.6706,334.5886,45.2762,0.033,0.0078,0.0828,0.1884,0.5764,3.7518,11.7552,22.0186,6.8622
100000,older,further boosting random,80.0%,TP_high,1.75 (year),2.0 (year),1.5 - 3.0 years,141842.028,47484.571,468.7008,3991.9558,45.5884,359.4886,44.076,0.0294,0.0056,0.0792,0.2002,0.6372,3.8092,11.3594,21.5244,6.4314
100000,older,further boosting random,80.0%,TP_high,2.0 (year),2.0 (year),1.5 - 3.0 years,143153.516,47984.603,469.9496,4077.9206,45.8272,362.6682,44.6548,0.0312,0.0078,0.085,0.2166,0.6162,3.7668,11.4936,21.8764,6.5612
100000,older,further boosting random,80.0%,TP_high,2.25 (year),2.0 (year),1.5 - 3.0 years,136489.599,46365.782,469.348,4053.3024,46.3302,355.7228,45.7132,0.0278,0.0094,0.0864,0.2152,0.6252,3.8628,11.9426,22.2076,6.7362
100000,older,further boosting random,80.0%,TP_high,2.5 (year),2.0 (year),1.5 - 3.0 years,132728.766,45258.682,462.8934,4088.9258,45.383,355.6452,45.5934,0.0322,0.0094,0.092,0.2124,0.6266,3.8118,11.8826,22.2184,6.708
100000,older,further boosting random,80.0%,TP_high,1.75 (year),2.25 (year),1.5 - 3.0 years,120360.673,39931.276,389.1172,3470.9846,38.931,311.849,41.608,0.025,0.0066,0.0694,0.1772,0.5364,3.4776,10.7738,20.3128,6.2292
100000,older,further boosting random,80.0%,TP_high,2.0 (year),2.25 (year),1.5 - 3.0 years,123590.503,40698.668,385.314,3411.268,38.6272,312.9702,40.5618,0.024,0.007,0.0602,0.1632,0.519,3.4158,10.6316,19.6958,6.0452
100000,older,further boosting random,80.0%,TP_high,2.25 (year),2.25 (year),1.5 - 3.0 years,126474.952,41519.2,386.7978,3444.6222,37.6614,310.2806,39.7416,0.0222,0.0054,0.0672,0.1542,0.495,3.2576,10.383,19.3708,5.9862
100000,older,further boosting random,80.0%,TP_high,2.5 (year),2.25 (year),1.5 - 3.0 years,129957.743,42912.455,409.5644,3616.6938,39.0954,315.1534,41.6906,0.0222,0.0074,0.0634,0.1476,0.5234,3.3362,10.7492,20.5558,6.2854
100000,older,further boosting random,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,135305.1,45607.188,464.9682,3892.0376,45.514,374.7478,44.2,0.0342,0.0064,0.071,0.1896,0.6248,3.7912,11.8446,21.245,6.3932
100000,older,further boosting random,80.0%,TP_high,2.0 (year),2.5 (year),1.5 - 3.0 years,136112.467,45858.244,465.0186,3908.6164,44.3972,367.65,44.0952,0.0304,0.0082,0.089,0.204,0.619,3.859,11.7884,20.995,6.5022
100000,older,further boosting random,80.0%,TP_high,2.25 (year),2.5 (year),1.5 - 3.0 years,137783.939,46110.348,458.1886,3895.6772,42.5532,352.8072,43.388,0.0292,0.0088,0.0774,0.1984,0.6214,3.7164,11.5208,20.7402,6.4754
100000,older,further boosting random,80.0%,TP_high,2.5 (year),2.5 (year),1.5 - 3.0 years,139065.159,46644.841,465.3258,4007.0518,42.8632,347.71,44.5372,0.034,0.0102,0.087,0.211,0.6088,3.896,11.655,21.48,6.5552
100000,younger,no further boosting,80.0%,TP_high,never,1.5 (year),1.5 - 3.0 years,166169.005,44475.511,160.378,1038.507,15.47,115.7262,11.3784,0.0742,0.0102,0.077,0.1268,0.3326,1.7216,4.0358,4.6342,0.366
100000,younger,no further boosting,80.0%,TP_high,never,1.75 (year),1.5 - 3.0 years,144244.856,39929.64,175.9916,1215.4988,18.7108,148.8732,15.0606,0.0804,0.0148,0.0992,0.1708,0.4332,2.1676,5.1186,6.319,0.657
100000,younger,no further boosting,80.0%,TP_high,never,2.0 (year),1.5 - 3.0 years,150804.106,42615.345,202.5694,1393.4912,20.9426,162.3432,15.1848,0.0718,0.0168,0.1082,0.188,0.4596,2.2248,5.189,6.3706,0.556
100000,younger,no further boosting,80.0%,TP_high,never,2.25 (year),1.5 - 3.0 years,127929.832,35997.013,165.6744,1118.4392,17.1944,134.6554,13.6188,0.074,0.013,0.0892,0.1694,0.4072,2.0848,4.7976,5.5558,0.4278
100000,younger,no further boosting,80.0%,TP_high,never,2.5 (year),1.5 - 3.0 years,139819.471,40177.843,202.1522,1357.9232,21.0564,167.5002,15.633,0.0748,0.0162,0.1162,0.2106,0.5136,2.4486,5.4206,6.3056,0.5268
100000,younger,further boosting pediatric,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,161560.385,43453.114,160.8004,1056.2828,16.038,122.2958,11.5254,0.069,0.01,0.076,0.1408,0.316,1.709,4.1306,4.6958,0.3782
100000,younger,further boosting pediatric,80.0%,TP_high,2.0 (year),1.5 (year),1.5 - 3.0 years,159904.149,43089.988,160.9804,1058.1652,16.3864,126.4624,11.8448,0.074,0.0108,0.0728,0.1434,0.3436,1.7786,4.2114,4.8142,0.396
100000,younger,further boosting pediatric,80.0%,TP_high,2.25 (year),1.5 (year),1.5 - 3.0 years,160761.421,43320.111,161.0184,1054.9086,16.4778,127.4926,11.8692,0.072,0.009,0.0802,0.1424,0.346,1.7616,4.221,4.8462,0.3908
100000,younger,further boosting pediatric,80.0%,TP_high,2.5 (year),1.5 (year),1.5 - 3.0 years,160036.109,43080.783,159.3928,1045.3604,16.1408,124.0432,11.6546,0.0664,0.011,0.0742,0.1426,0.3348,1.7024,4.1686,4.7758,0.3788
100000,younger,further boosting pediatric,80.0%,TP_high,1.75 (year),1.75 (year),1.5 - 3.0 years,140641.391,39064.539,175.3268,1203.2526,17.4172,135.3602,14.1442,0.0738,0.0116,0.094,0.173,0.405,2.0338,4.757,5.9678,0.6282
100000,younger,further boosting pediatric,80.0%,TP_high,2.0 (year),1.75 (year),1.5 - 3.0 years,141329.892,39368.821,176.1764,1207.9592,17.4216,135.5314,14.2344,0.0814,0.0128,0.085,0.176,0.4066,2.0414,4.793,6.0132,0.625
100000,younger,further boosting pediatric,80.0%,TP_high,2.25 (year),1.75 (year),1.5 - 3.0 years,139725.004,39038.687,175.2562,1201.2672,16.9854,130.8506,13.6018,0.0708,0.0136,0.0884,0.15,0.3912,2.0178,4.5628,5.7064,0.6008
100000,younger,further boosting pediatric,80.0%,TP_high,2.5 (year),1.75 (year),1.5 - 3.0 years,140030.948,39055.875,174.7698,1202.2882,17.0714,131.0492,13.9054,0.0774,0.0112,0.0894,0.1634,0.3814,2.041,4.7008,5.8316,0.6092
100000,younger,further boosting pediatric,80.0%,TP_high,1.75 (year),2.0 (year),1.5 - 3.0 years,145820.419,41362.709,204.5336,1380.7416,21.3594,163.9132,15.8342,0.0756,0.0158,0.1234,0.221,0.512,2.2792,5.2998,6.7006,0.6068
100000,younger,further boosting pediatric,80.0%,TP_high,2.0 (year),2.0 (year),1.5 - 3.0 years,147214.08,41703.463,202.5558,1370.0752,21.4988,169.1572,15.6598,0.0824,0.0136,0.1122,0.2182,0.51,2.288,5.265,6.5932,0.5772
100000,younger,further boosting pediatric,80.0%,TP_high,2.25 (year),2.0 (year),1.5 - 3.0 years,146964.654,41823.346,202.744,1383.3334,21.4434,166.4238,15.4698,0.0756,0.0138,0.116,0.2014,0.506,2.2724,5.2372,6.4692,0.5782
100000,younger,further boosting pediatric,80.0%,TP_high,2.5 (year),2.0 (year),1.5 - 3.0 years,145370.706,41472.796,202.2728,1367.0742,21.3432,166.728,15.685,0.0714,0.0198,0.1232,0.2186,0.5116,2.2586,5.2986,6.6192,0.564
100000,younger,further boosting pediatric,80.0%,TP_high,1.75 (year),2.25 (year),1.5 - 3.0 years,121907.087,34612.279,166.7246,1121.7226,16.6884,130.333,12.5536,0.0646,0.0108,0.0854,0.1668,0.3852,1.9172,4.4396,5.1016,0.3824
100000,younger,further boosting pediatric,80.0%,TP_high,2.0 (year),2.25 (year),1.5 - 3.0 years,122902.694,34767.966,165.8906,1116.0822,16.4342,127.7914,12.563,0.0626,0.0086,0.083,0.16,0.375,1.9632,4.4118,5.1056,0.3932
100000,younger,further boosting pediatric,80.0%,TP_high,2.25 (year),2.25 (year),1.5 - 3.0 years,124561.731,35116.739,164.329,1099.2996,16.2298,124.7268,12.4396,0.0634,0.0106,0.0876,0.1542,0.3758,1.9164,4.386,5.0376,0.408
100000,younger,further boosting pediatric,80.0%,TP_high,2.5 (year),2.25 (year),1.5 - 3.0 years,127538.124,35899.499,165.3292,1109.0648,16.5956,127.297,12.9892,0.0698,0.0128,0.087,0.1644,0.375,2.0152,4.6244,5.2456,0.395
100000,younger,further boosting pediatric,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,134217.109,38861.399,202.9816,1361.0474,21.8632,174.8104,16.4838,0.0776,0.0164,0.1284,0.2262,0.5232,2.5462,5.7794,6.662,0.5244
100000,younger,further boosting pediatric,80.0%,TP_high,2.0 (year),2.5 (year),1.5 - 3.0 years,134902.299,38941.633,203.9048,1376.4338,22.0738,175.1114,16.7168,0.0782,0.0106,0.1362,0.2332,0.5554,2.6166,5.7712,6.7722,0.5432
100000,younger,further boosting pediatric,80.0%,TP_high,2.25 (year),2.5 (year),1.5 - 3.0 years,134776.232,38852.445,202.0082,1362.5864,21.8414,174.0628,16.4916,0.0762,0.0162,0.1268,0.233,0.5438,2.5454,5.777,6.6476,0.5256
100000,younger,further boosting pediatric,80.0%,TP_high,2.5 (year),2.5 (year),1.5 - 3.0 years,136404.096,39265.471,200.889,1354.0718,21.7024,172.9098,16.289,0.0846,0.015,0.1254,0.2246,0.5448,2.517,5.6334,6.6092,0.535
100000,younger,further boosting high risk,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,146997.612,39103.371,127.8508,826.7854,12.7338,99.0884,9.158,0.076,0.0124,0.073,0.1378,0.3472,1.4458,2.9982,3.7164,0.3512
100000,younger,further boosting high risk,80.0%,TP_high,2.0 (year),1.5 (year),1.5 - 3.0 years,143808.948,38015.883,120.7094,781.2546,12.197,94.1278,8.8214,0.074,0.0134,0.071,0.1478,0.364,1.425,2.8372,3.5384,0.3506
100000,younger,further boosting high risk,80.0%,TP_high,2.25 (year),1.5 (year),1.5 - 3.0 years,151916.428,40129.984,128.5,844.8518,12.9892,99.7972,9.2836,0.069,0.014,0.078,0.1384,0.357,1.575,3.1134,3.5956,0.3432
100000,younger,further boosting high risk,80.0%,TP_high,2.5 (year),1.5 (year),1.5 - 3.0 years,138789.524,37115.251,134.0692,922.2174,13.5084,108.423,10.5872,0.0718,0.0078,0.0674,0.1204,0.3102,1.5868,3.6984,4.3564,0.368
100000,younger,further boosting high risk,80.0%,TP_high,1.75 (year),1.75 (year),1.5 - 3.0 years,137833.652,37205.058,116.1722,666.2858,11.9456,92.9378,7.3816,0.0714,0.0114,0.0896,0.1732,0.432,1.8452,2.2922,2.299,0.1676
100000,younger,further boosting high risk,80.0%,TP_high,2.0 (year),1.75 (year),1.5 - 3.0 years,145038.596,39765.2,158.8018,1099.6868,16.0454,125.9068,12.3626,0.0818,0.0144,0.0984,0.185,0.434,1.8394,3.9328,5.2058,0.571
100000,younger,further boosting high risk,80.0%,TP_high,2.25 (year),1.75 (year),1.5 - 3.0 years,142674.003,38976.969,154.3656,1047.6624,15.3972,121.6446,11.9468,0.0852,0.017,0.1046,0.1898,0.436,1.8204,3.7028,5.0272,0.5638
100000,younger,further boosting high risk,80.0%,TP_high,2.5 (year),1.75 (year),1.5 - 3.0 years,134957.923,37006.278,154.129,1074.0856,15.8246,127.3892,12.2852,0.0782,0.0146,0.0922,0.1626,0.4338,1.949,3.883,5.0966,0.5752
100000,younger,further boosting high risk,80.0%,TP_high,1.75 (year),2.0 (year),1.5 - 3.0 years,137984.904,38196.886,128.5218,682.8264,13.4028,95.14,7.3682,0.0838,0.019,0.1346,0.2522,0.567,1.658,2.1326,2.3602,0.1608
100000,younger,further boosting high risk,80.0%,TP_high,2.0 (year),2.0 (year),1.5 - 3.0 years,143794.393,39677.928,139.6662,772.2462,13.8438,101.9562,8.0872,0.0814,0.0176,0.1198,0.2122,0.5116,2.123,2.2524,2.5012,0.268
100000,younger,further boosting high risk,80.0%,TP_high,2.25 (year),2.0 (year),1.5 - 3.0 years,131692.539,37515.711,177.2446,1216.1104,18.4626,144.9458,13.6992,0.0718,0.0128,0.0982,0.201,0.4612,2.0094,4.528,5.782,0.5348
100000,younger,further boosting high risk,80.0%,TP_high,2.5 (year),2.0 (year),1.5 - 3.0 years,122620.837,35101.49,171.63,1176.2134,17.8418,138.9242,13.6428,0.0738,0.0156,0.106,0.2008,0.4714,1.9904,4.4814,5.7456,0.5578
100000,younger,further boosting high risk,80.0%,TP_high,1.75 (year),2.25 (year),1.5 - 3.0 years,109226.015,30415.74,105.2704,600.0876,10.4882,80.6524,6.3364,0.0674,0.0162,0.1006,0.1988,0.4772,1.3502,1.8038,2.1648,0.1574
100000,younger,further boosting high risk,80.0%,TP_high,2.0 (year),2.25 (year),1.5 - 3.0 years,119612.27,32650.759,106.234,648.03,10.5592,81.8258,6.9926,0.0618,0.015,0.0954,0.173,0.4358,1.422,1.943,2.567,0.2796
100000,younger,further boosting high risk,80.0%,TP_high,2.25 (year),2.25 (year),1.5 - 3.0 years,122924.383,33639.867,117.0062,724.1116,11.9728,94.4036,8.1512,0.0666,0.0122,0.0894,0.1714,0.4242,1.843,2.2578,2.98,0.3066
100000,younger,further boosting high risk,80.0%,TP_high,2.5 (year),2.25 (year),1.5 - 3.0 years,126576.609,35614.983,163.5606,1109.9066,15.977,124.5596,12.0966,0.064,0.015,0.0804,0.1498,0.358,1.8138,4.2776,4.9398,0.3982
100000,younger,further boosting high risk,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,129860.664,36049.996,133.181,753.5616,13.1022,98.2308,8.3834,0.081,0.0214,0.1156,0.2194,0.523,1.6704,2.5156,3.0158,0.2212
100000,younger,further boosting high risk,80.0%,TP_high,2.0 (year),2.5 (year),1.5 - 3.0 years,130529.196,36753.379,138.496,804.7338,13.8428,107.3408,9.0338,0.0746,0.0224,0.1264,0.2448,0.5558,1.749,2.5688,3.3326,0.3594
100000,younger,further boosting high risk,80.0%,TP_high,2.25 (year),2.5 (year),1.5 - 3.0 years,132738.367,36875.637,130.4502,764.0498,13.0926,101.2762,8.4264,0.0712,0.0184,0.1154,0.225,0.5206,1.58,2.3996,3.1892,0.307
100000,younger,further boosting high risk,80.0%,TP_high,2.5 (year),2.5 (year),1.5 - 3.0 years,134721.708,37639.438,143.5368,825.0244,14.9116,113.8408,8.9974,0.0596,0.0116,0.114,0.204,0.4768,2.2354,2.641,2.9562,0.2988
100000,younger,further boosting random,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,156491.944,42034.972,154.39,1012.6646,15.65,120.7664,11.326,0.0702,0.0112,0.0706,0.138,0.3424,1.6292,4.026,4.6572,0.3812
100000,younger,further boosting random,80.0%,TP_high,2.0 (year),1.5 (year),1.5 - 3.0 years,154559.411,41545.381,153.5972,1008.4204,15.8906,123.8052,11.577,0.0688,0.0108,0.0758,0.146,0.3438,1.7408,4.0602,4.7374,0.3934
100000,younger,further boosting random,80.0%,TP_high,2.25 (year),1.5 (year),1.5 - 3.0 years,156992.232,42212.261,155.941,1025.4656,16.2048,126.4744,11.846,0.0646,0.0112,0.0702,0.1366,0.3564,1.7382,4.2216,4.8384,0.4088
100000,younger,further boosting random,80.0%,TP_high,2.5 (year),1.5 (year),1.5 - 3.0 years,151950.205,40849.98,150.2866,990.5186,15.3994,119.1238,11.2942,0.0658,0.0112,0.0732,0.136,0.324,1.6978,4.012,4.5998,0.3744
100000,younger,further boosting random,80.0%,TP_high,1.75 (year),1.75 (year),1.5 - 3.0 years,139568.344,38550.816,167.276,1149.8692,16.108,123.6424,12.817,0.0714,0.0152,0.0792,0.1552,0.3622,1.82,4.3014,5.465,0.5474
100000,younger,further boosting random,80.0%,TP_high,2.0 (year),1.75 (year),1.5 - 3.0 years,141822.565,39388.995,174.1434,1204.4872,17.1744,134.755,13.4538,0.0656,0.015,0.0894,0.1516,0.3888,1.9252,4.5188,5.714,0.5854
100000,younger,further boosting random,80.0%,TP_high,2.25 (year),1.75 (year),1.5 - 3.0 years,139278.934,38789.169,172.2866,1206.0184,17.5324,138.6394,13.6962,0.0682,0.013,0.0834,0.1578,0.4044,1.9038,4.5984,5.8596,0.6076
100000,younger,further boosting random,80.0%,TP_high,2.5 (year),1.75 (year),1.5 - 3.0 years,137545.872,38255.01,170.0556,1185.8622,16.7114,131.4768,13.2074,0.0708,0.0098,0.078,0.1494,0.3738,1.8564,4.4542,5.6088,0.6062
100000,younger,further boosting random,80.0%,TP_high,1.75 (year),2.0 (year),1.5 - 3.0 years,142752.03,40282.563,195.2286,1278.646,19.6938,147.4894,14.582,0.0812,0.0138,0.1112,0.2082,0.4708,2.1386,4.915,6.0682,0.575
100000,younger,further boosting random,80.0%,TP_high,2.0 (year),2.0 (year),1.5 - 3.0 years,145783.196,41064.968,193.7586,1288.3642,20.1632,153.6096,14.6894,0.0736,0.02,0.1172,0.198,0.479,2.1616,4.9358,6.1614,0.5428
100000,younger,further boosting random,80.0%,TP_high,2.25 (year),2.0 (year),1.5 - 3.0 years,143410.936,40857.262,198.1496,1340.4932,20.9366,161.6956,15.1808,0.0724,0.0164,0.1124,0.2062,0.4792,2.22,5.0386,6.4492,0.5864
100000,younger,further boosting random,80.0%,TP_high,2.5 (year),2.0 (year),1.5 - 3.0 years,140174.83,40045.022,196.1708,1313.9682,20.6172,156.395,15.089,0.078,0.018,0.1148,0.2106,0.4828,2.1886,5.0336,6.3862,0.5764
100000,younger,further boosting random,80.0%,TP_high,1.75 (year),2.25 (year),1.5 - 3.0 years,117974.623,33340.741,158.2444,1079.3364,16.6408,135.2234,12.5858,0.0612,0.0114,0.0864,0.1486,0.3894,1.9464,4.3596,5.1752,0.4076
100000,younger,further boosting random,80.0%,TP_high,2.0 (year),2.25 (year),1.5 - 3.0 years,121235.2,34031.878,156.539,1071.5252,16.032,127.5952,12.1864,0.0692,0.0132,0.0818,0.1536,0.3768,1.8464,4.2626,4.9962,0.3866
100000,younger,further boosting random,80.0%,TP_high,2.25 (year),2.25 (year),1.5 - 3.0 years,123518.253,34620.886,157.22,1063.1666,15.645,121.4416,11.8116,0.0656,0.0134,0.0814,0.1568,0.3548,1.7636,4.154,4.84,0.382
100000,younger,further boosting random,80.0%,TP_high,2.5 (year),2.25 (year),1.5 - 3.0 years,127007.671,35743.077,164.3458,1099.785,16.1856,124.1624,12.6386,0.0598,0.0142,0.0842,0.1512,0.3782,1.9656,4.487,5.1032,0.3952
100000,younger,further boosting random,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,131455.372,37786.055,191.8808,1265.7426,19.7932,158.553,14.5332,0.0642,0.014,0.1084,0.193,0.4694,2.1646,5.1178,5.9144,0.4874
100000,younger,further boosting random,80.0%,TP_high,2.0 (year),2.5 (year),1.5 - 3.0 years,132767.654,38152.871,194.709,1312.9258,20.1786,161.9388,15.306,0.0618,0.0152,0.1146,0.2124,0.49,2.322,5.3102,6.2312,0.5486
100000,younger,further boosting random,80.0%,TP_high,2.25 (year),2.5 (year),1.5 - 3.0 years,133432.059,38101.865,189.8648,1278.8992,19.7924,155.8112,15.0066,0.075,0.0156,0.121,0.2142,0.4814,2.2358,5.2664,6.0898,0.5074
100000,younger,further boosting random,80.0%,TP_high,2.5 (year),2.5 (year),1.5 - 3.0 years,135535.133,38766.425,192.3036,1296.693,20.643,163.7402,15.5968,0.0766,0.0162,0.1222,0.2214,0.4946,2.4214,5.408,6.328,0.5084
